nodenumber,    x-coordinate,    y-coordinate,        pressure,      x-velocity,      y-velocity
81,4.00E-01,0.00E+00,-4.77E-04,0.00E+00,0.00E+00
82,4.05E-01,0.00E+00,-3.49E-04,0.00E+00,0.00E+00
83,4.10E-01,0.00E+00,-2.17E-04,0.00E+00,0.00E+00
84,4.15E-01,0.00E+00,-8.14E-05,0.00E+00,0.00E+00
85,4.20E-01,0.00E+00,5.70E-05,0.00E+00,0.00E+00
86,4.25E-01,0.00E+00,1.99E-04,0.00E+00,0.00E+00
87,4.30E-01,0.00E+00,3.43E-04,0.00E+00,0.00E+00
88,4.35E-01,0.00E+00,4.91E-04,0.00E+00,0.00E+00
89,4.40E-01,0.00E+00,6.41E-04,0.00E+00,0.00E+00
90,4.45E-01,0.00E+00,7.94E-04,0.00E+00,0.00E+00
91,4.50E-01,0.00E+00,9.50E-04,0.00E+00,0.00E+00
92,4.55E-01,0.00E+00,1.11E-03,0.00E+00,0.00E+00
93,4.60E-01,0.00E+00,1.27E-03,0.00E+00,0.00E+00
94,4.65E-01,0.00E+00,1.43E-03,0.00E+00,0.00E+00
95,4.70E-01,0.00E+00,1.59E-03,0.00E+00,0.00E+00
96,4.75E-01,0.00E+00,1.76E-03,0.00E+00,0.00E+00
97,4.80E-01,0.00E+00,1.93E-03,0.00E+00,0.00E+00
98,4.85E-01,0.00E+00,2.10E-03,0.00E+00,0.00E+00
99,4.90E-01,0.00E+00,2.27E-03,0.00E+00,0.00E+00
100,4.95E-01,0.00E+00,2.44E-03,0.00E+00,0.00E+00
101,5.00E-01,0.00E+00,2.61E-03,0.00E+00,0.00E+00
102,5.05E-01,0.00E+00,2.79E-03,0.00E+00,0.00E+00
103,5.10E-01,0.00E+00,2.96E-03,0.00E+00,0.00E+00
104,5.15E-01,0.00E+00,3.14E-03,0.00E+00,0.00E+00
105,5.20E-01,0.00E+00,3.31E-03,0.00E+00,0.00E+00
106,5.25E-01,0.00E+00,3.49E-03,0.00E+00,0.00E+00
107,5.30E-01,0.00E+00,3.66E-03,0.00E+00,0.00E+00
108,5.35E-01,0.00E+00,3.84E-03,0.00E+00,0.00E+00
109,5.40E-01,0.00E+00,4.01E-03,0.00E+00,0.00E+00
110,5.45E-01,0.00E+00,4.18E-03,0.00E+00,0.00E+00
111,5.50E-01,0.00E+00,4.35E-03,0.00E+00,0.00E+00
112,5.55E-01,0.00E+00,4.52E-03,0.00E+00,0.00E+00
113,5.60E-01,0.00E+00,4.69E-03,0.00E+00,0.00E+00
114,5.65E-01,0.00E+00,4.86E-03,0.00E+00,0.00E+00
115,5.70E-01,0.00E+00,5.02E-03,0.00E+00,0.00E+00
116,5.75E-01,0.00E+00,5.19E-03,0.00E+00,0.00E+00
117,5.80E-01,0.00E+00,5.34E-03,0.00E+00,0.00E+00
118,5.85E-01,0.00E+00,5.50E-03,0.00E+00,0.00E+00
119,5.90E-01,0.00E+00,5.66E-03,0.00E+00,0.00E+00
120,5.95E-01,0.00E+00,5.81E-03,0.00E+00,0.00E+00
121,6.00E-01,0.00E+00,5.95E-03,0.00E+00,0.00E+00
122,6.05E-01,0.00E+00,6.10E-03,0.00E+00,0.00E+00
123,6.10E-01,0.00E+00,6.23E-03,0.00E+00,0.00E+00
124,6.15E-01,0.00E+00,6.37E-03,0.00E+00,0.00E+00
125,6.20E-01,0.00E+00,6.50E-03,0.00E+00,0.00E+00
126,6.25E-01,0.00E+00,6.63E-03,0.00E+00,0.00E+00
127,6.30E-01,0.00E+00,6.75E-03,0.00E+00,0.00E+00
128,6.35E-01,0.00E+00,6.86E-03,0.00E+00,0.00E+00
129,6.40E-01,0.00E+00,6.97E-03,0.00E+00,0.00E+00
130,6.45E-01,0.00E+00,7.08E-03,0.00E+00,0.00E+00
131,6.50E-01,0.00E+00,7.18E-03,0.00E+00,0.00E+00
132,6.55E-01,0.00E+00,7.28E-03,0.00E+00,0.00E+00
133,6.60E-01,0.00E+00,7.36E-03,0.00E+00,0.00E+00
134,6.65E-01,0.00E+00,7.45E-03,0.00E+00,0.00E+00
135,6.70E-01,0.00E+00,7.52E-03,0.00E+00,0.00E+00
136,6.75E-01,0.00E+00,7.59E-03,0.00E+00,0.00E+00
137,6.80E-01,0.00E+00,7.66E-03,0.00E+00,0.00E+00
138,6.85E-01,0.00E+00,7.71E-03,0.00E+00,0.00E+00
139,6.90E-01,0.00E+00,7.77E-03,0.00E+00,0.00E+00
140,6.95E-01,0.00E+00,7.81E-03,0.00E+00,0.00E+00
141,7.00E-01,0.00E+00,7.85E-03,0.00E+00,0.00E+00
142,7.05E-01,0.00E+00,7.88E-03,0.00E+00,0.00E+00
143,7.10E-01,0.00E+00,7.90E-03,0.00E+00,0.00E+00
144,7.15E-01,0.00E+00,7.92E-03,0.00E+00,0.00E+00
145,7.20E-01,0.00E+00,7.94E-03,0.00E+00,0.00E+00
146,7.25E-01,0.00E+00,7.94E-03,0.00E+00,0.00E+00
147,7.30E-01,0.00E+00,7.94E-03,0.00E+00,0.00E+00
148,7.35E-01,0.00E+00,7.93E-03,0.00E+00,0.00E+00
149,7.40E-01,0.00E+00,7.91E-03,0.00E+00,0.00E+00
150,7.45E-01,0.00E+00,7.88E-03,0.00E+00,0.00E+00
151,7.50E-01,0.00E+00,7.86E-03,0.00E+00,0.00E+00
152,7.55E-01,0.00E+00,7.82E-03,0.00E+00,0.00E+00
153,7.60E-01,0.00E+00,7.78E-03,0.00E+00,0.00E+00
154,7.65E-01,0.00E+00,7.73E-03,0.00E+00,0.00E+00
155,7.70E-01,0.00E+00,7.68E-03,0.00E+00,0.00E+00
156,7.75E-01,0.00E+00,7.62E-03,0.00E+00,0.00E+00
157,7.80E-01,0.00E+00,7.55E-03,0.00E+00,0.00E+00
158,7.85E-01,0.00E+00,7.49E-03,0.00E+00,0.00E+00
159,7.90E-01,0.00E+00,7.41E-03,0.00E+00,0.00E+00
160,7.95E-01,0.00E+00,7.33E-03,0.00E+00,0.00E+00
161,8.00E-01,0.00E+00,7.25E-03,0.00E+00,0.00E+00
162,8.05E-01,0.00E+00,7.16E-03,0.00E+00,0.00E+00
163,8.10E-01,0.00E+00,7.07E-03,0.00E+00,0.00E+00
164,8.15E-01,0.00E+00,6.97E-03,0.00E+00,0.00E+00
165,8.20E-01,0.00E+00,6.87E-03,0.00E+00,0.00E+00
166,8.25E-01,0.00E+00,6.77E-03,0.00E+00,0.00E+00
167,8.30E-01,0.00E+00,6.66E-03,0.00E+00,0.00E+00
168,8.35E-01,0.00E+00,6.55E-03,0.00E+00,0.00E+00
169,8.40E-01,0.00E+00,6.44E-03,0.00E+00,0.00E+00
170,8.45E-01,0.00E+00,6.33E-03,0.00E+00,0.00E+00
171,8.50E-01,0.00E+00,6.21E-03,0.00E+00,0.00E+00
172,8.55E-01,0.00E+00,6.10E-03,0.00E+00,0.00E+00
173,8.60E-01,0.00E+00,5.98E-03,0.00E+00,0.00E+00
174,8.65E-01,0.00E+00,5.87E-03,0.00E+00,0.00E+00
175,8.70E-01,0.00E+00,5.75E-03,0.00E+00,0.00E+00
176,8.75E-01,0.00E+00,5.64E-03,0.00E+00,0.00E+00
177,8.80E-01,0.00E+00,5.52E-03,0.00E+00,0.00E+00
178,8.85E-01,0.00E+00,5.41E-03,0.00E+00,0.00E+00
179,8.90E-01,0.00E+00,5.30E-03,0.00E+00,0.00E+00
180,8.95E-01,0.00E+00,5.19E-03,0.00E+00,0.00E+00
181,9.00E-01,0.00E+00,5.09E-03,0.00E+00,0.00E+00
182,9.05E-01,0.00E+00,4.98E-03,0.00E+00,0.00E+00
183,9.10E-01,0.00E+00,4.89E-03,0.00E+00,0.00E+00
184,9.15E-01,0.00E+00,4.79E-03,0.00E+00,0.00E+00
185,9.20E-01,0.00E+00,4.70E-03,0.00E+00,0.00E+00
186,9.25E-01,0.00E+00,4.62E-03,0.00E+00,0.00E+00
187,9.30E-01,0.00E+00,4.54E-03,0.00E+00,0.00E+00
188,9.35E-01,0.00E+00,4.47E-03,0.00E+00,0.00E+00
189,9.40E-01,0.00E+00,4.41E-03,0.00E+00,0.00E+00
190,9.45E-01,0.00E+00,4.35E-03,0.00E+00,0.00E+00
191,9.50E-01,0.00E+00,4.30E-03,0.00E+00,0.00E+00
192,9.55E-01,0.00E+00,4.26E-03,0.00E+00,0.00E+00
193,9.60E-01,0.00E+00,4.23E-03,0.00E+00,0.00E+00
194,9.65E-01,0.00E+00,4.20E-03,0.00E+00,0.00E+00
195,9.70E-01,0.00E+00,4.18E-03,0.00E+00,0.00E+00
196,9.75E-01,0.00E+00,4.18E-03,0.00E+00,0.00E+00
197,9.80E-01,0.00E+00,4.17E-03,0.00E+00,0.00E+00
198,9.85E-01,0.00E+00,4.18E-03,0.00E+00,0.00E+00
199,9.90E-01,0.00E+00,4.19E-03,0.00E+00,0.00E+00
200,9.95E-01,0.00E+00,4.19E-03,0.00E+00,0.00E+00
201,1.00E+00,0.00E+00,4.20E-03,0.00E+00,0.00E+00
202,0.00E+00,5.00E-03,-1.20E-06,0.00E+00,0.00E+00
203,5.00E-03,5.00E-03,-1.25E-09,2.46E-06,-2.46E-06
204,1.00E-02,5.00E-03,2.33E-06,7.33E-06,-4.69E-06
205,1.50E-02,5.00E-03,6.01E-07,1.43E-05,-6.15E-06
206,2.00E-02,5.00E-03,-9.48E-06,2.25E-05,-6.68E-06
207,2.50E-02,5.00E-03,-2.88E-05,3.09E-05,-6.46E-06
208,3.00E-02,5.00E-03,-5.77E-05,3.86E-05,-5.64E-06
209,3.50E-02,5.00E-03,-9.57E-05,4.49E-05,-4.43E-06
210,4.00E-02,5.00E-03,-1.42E-04,4.94E-05,-2.94E-06
211,4.50E-02,5.00E-03,-1.97E-04,5.18E-05,-1.23E-06
212,5.00E-02,5.00E-03,-2.58E-04,5.16E-05,7.53E-07
213,5.50E-02,5.00E-03,-3.26E-04,4.85E-05,2.92E-06
214,6.00E-02,5.00E-03,-3.97E-04,4.28E-05,4.98E-06
215,6.50E-02,5.00E-03,-4.73E-04,3.45E-05,6.94E-06
216,7.00E-02,5.00E-03,-5.53E-04,2.31E-05,8.93E-06
217,7.50E-02,5.00E-03,-6.34E-04,9.01E-06,1.11E-05
218,8.00E-02,5.00E-03,-7.19E-04,-7.80E-06,1.32E-05
219,8.50E-02,5.00E-03,-8.06E-04,-2.76E-05,1.51E-05
220,9.00E-02,5.00E-03,-8.93E-04,-5.01E-05,1.72E-05
221,9.50E-02,5.00E-03,-9.80E-04,-7.52E-05,1.92E-05
222,1.00E-01,5.00E-03,-1.07E-03,-1.03E-04,2.10E-05
223,1.05E-01,5.00E-03,-1.16E-03,-1.33E-04,2.28E-05
224,1.10E-01,5.00E-03,-1.24E-03,-1.66E-04,2.45E-05
225,1.15E-01,5.00E-03,-1.33E-03,-2.00E-04,2.61E-05
226,1.20E-01,5.00E-03,-1.41E-03,-2.38E-04,2.77E-05
227,1.25E-01,5.00E-03,-1.49E-03,-2.77E-04,2.92E-05
228,1.30E-01,5.00E-03,-1.57E-03,-3.18E-04,3.06E-05
229,1.35E-01,5.00E-03,-1.65E-03,-3.61E-04,3.19E-05
230,1.40E-01,5.00E-03,-1.73E-03,-4.06E-04,3.32E-05
231,1.45E-01,5.00E-03,-1.80E-03,-4.52E-04,3.44E-05
232,1.50E-01,5.00E-03,-1.87E-03,-5.00E-04,3.56E-05
233,1.55E-01,5.00E-03,-1.93E-03,-5.50E-04,3.66E-05
234,1.60E-01,5.00E-03,-2.00E-03,-6.01E-04,3.76E-05
235,1.65E-01,5.00E-03,-2.06E-03,-6.53E-04,3.86E-05
236,1.70E-01,5.00E-03,-2.11E-03,-7.07E-04,3.95E-05
237,1.75E-01,5.00E-03,-2.17E-03,-7.62E-04,4.03E-05
238,1.80E-01,5.00E-03,-2.22E-03,-8.18E-04,4.10E-05
239,1.85E-01,5.00E-03,-2.26E-03,-8.74E-04,4.17E-05
240,1.90E-01,5.00E-03,-2.30E-03,-9.32E-04,4.23E-05
241,1.95E-01,5.00E-03,-2.34E-03,-9.91E-04,4.29E-05
242,2.00E-01,5.00E-03,-2.38E-03,-1.05E-03,4.34E-05
243,2.05E-01,5.00E-03,-2.41E-03,-1.11E-03,4.39E-05
244,2.10E-01,5.00E-03,-2.43E-03,-1.17E-03,4.43E-05
245,2.15E-01,5.00E-03,-2.46E-03,-1.23E-03,4.46E-05
246,2.20E-01,5.00E-03,-2.47E-03,-1.29E-03,4.49E-05
247,2.25E-01,5.00E-03,-2.49E-03,-1.35E-03,4.52E-05
248,2.30E-01,5.00E-03,-2.50E-03,-1.42E-03,4.54E-05
249,2.35E-01,5.00E-03,-2.51E-03,-1.48E-03,4.56E-05
250,2.40E-01,5.00E-03,-2.51E-03,-1.54E-03,4.57E-05
251,2.45E-01,5.00E-03,-2.51E-03,-1.60E-03,4.58E-05
252,2.50E-01,5.00E-03,-2.50E-03,-1.67E-03,4.58E-05
253,2.55E-01,5.00E-03,-2.49E-03,-1.73E-03,4.58E-05
254,2.60E-01,5.00E-03,-2.48E-03,-1.79E-03,4.58E-05
255,2.65E-01,5.00E-03,-2.46E-03,-1.86E-03,4.57E-05
256,2.70E-01,5.00E-03,-2.44E-03,-1.92E-03,4.56E-05
257,2.75E-01,5.00E-03,-2.41E-03,-1.98E-03,4.54E-05
258,2.80E-01,5.00E-03,-2.38E-03,-2.04E-03,4.52E-05
259,2.85E-01,5.00E-03,-2.35E-03,-2.11E-03,4.50E-05
260,2.90E-01,5.00E-03,-2.31E-03,-2.17E-03,4.47E-05
261,2.95E-01,5.00E-03,-2.27E-03,-2.23E-03,4.44E-05
262,3.00E-01,5.00E-03,-2.22E-03,-2.29E-03,4.41E-05
263,3.05E-01,5.00E-03,-2.17E-03,-2.35E-03,4.37E-05
264,3.10E-01,5.00E-03,-2.12E-03,-2.41E-03,4.33E-05
265,3.15E-01,5.00E-03,-2.06E-03,-2.47E-03,4.28E-05
266,3.20E-01,5.00E-03,-2.00E-03,-2.53E-03,4.23E-05
267,3.25E-01,5.00E-03,-1.93E-03,-2.58E-03,4.17E-05
268,3.30E-01,5.00E-03,-1.86E-03,-2.64E-03,4.11E-05
269,3.35E-01,5.00E-03,-1.78E-03,-2.70E-03,4.05E-05
270,3.40E-01,5.00E-03,-1.70E-03,-2.75E-03,3.99E-05
271,3.45E-01,5.00E-03,-1.62E-03,-2.81E-03,3.92E-05
272,3.50E-01,5.00E-03,-1.54E-03,-2.86E-03,3.85E-05
273,3.55E-01,5.00E-03,-1.44E-03,-2.91E-03,3.77E-05
274,3.60E-01,5.00E-03,-1.35E-03,-2.96E-03,3.69E-05
275,3.65E-01,5.00E-03,-1.25E-03,-3.01E-03,3.61E-05
276,3.70E-01,5.00E-03,-1.15E-03,-3.06E-03,3.52E-05
277,3.75E-01,5.00E-03,-1.04E-03,-3.11E-03,3.43E-05
278,3.80E-01,5.00E-03,-9.33E-04,-3.16E-03,3.33E-05
279,3.85E-01,5.00E-03,-8.19E-04,-3.20E-03,3.24E-05
280,3.90E-01,5.00E-03,-7.02E-04,-3.25E-03,3.13E-05
281,3.95E-01,5.00E-03,-5.81E-04,-3.29E-03,3.03E-05
282,4.00E-01,5.00E-03,-4.57E-04,-3.33E-03,2.92E-05
283,4.05E-01,5.00E-03,-3.30E-04,-3.37E-03,2.80E-05
284,4.10E-01,5.00E-03,-1.98E-04,-3.41E-03,2.69E-05
285,4.15E-01,5.00E-03,-6.41E-05,-3.44E-03,2.56E-05
286,4.20E-01,5.00E-03,7.35E-05,-3.48E-03,2.44E-05
287,4.25E-01,5.00E-03,2.14E-04,-3.51E-03,2.31E-05
288,4.30E-01,5.00E-03,3.58E-04,-3.54E-03,2.18E-05
289,4.35E-01,5.00E-03,5.04E-04,-3.57E-03,2.04E-05
290,4.40E-01,5.00E-03,6.54E-04,-3.60E-03,1.91E-05
291,4.45E-01,5.00E-03,8.06E-04,-3.62E-03,1.76E-05
292,4.50E-01,5.00E-03,9.60E-04,-3.64E-03,1.62E-05
293,4.55E-01,5.00E-03,1.12E-03,-3.66E-03,1.47E-05
294,4.60E-01,5.00E-03,1.28E-03,-3.68E-03,1.32E-05
295,4.65E-01,5.00E-03,1.44E-03,-3.70E-03,1.17E-05
296,4.70E-01,5.00E-03,1.60E-03,-3.72E-03,1.01E-05
297,4.75E-01,5.00E-03,1.77E-03,-3.73E-03,8.49E-06
298,4.80E-01,5.00E-03,1.93E-03,-3.74E-03,6.87E-06
299,4.85E-01,5.00E-03,2.10E-03,-3.75E-03,5.22E-06
300,4.90E-01,5.00E-03,2.27E-03,-3.75E-03,3.56E-06
301,4.95E-01,5.00E-03,2.44E-03,-3.76E-03,1.87E-06
302,5.00E-01,5.00E-03,2.61E-03,-3.76E-03,1.63E-07
303,5.05E-01,5.00E-03,2.79E-03,-3.76E-03,-1.56E-06
304,5.10E-01,5.00E-03,2.96E-03,-3.75E-03,-3.30E-06
305,5.15E-01,5.00E-03,3.13E-03,-3.75E-03,-5.05E-06
306,5.20E-01,5.00E-03,3.31E-03,-3.74E-03,-6.80E-06
307,5.25E-01,5.00E-03,3.48E-03,-3.73E-03,-8.57E-06
308,5.30E-01,5.00E-03,3.65E-03,-3.72E-03,-1.03E-05
309,5.35E-01,5.00E-03,3.83E-03,-3.70E-03,-1.21E-05
310,5.40E-01,5.00E-03,4.00E-03,-3.68E-03,-1.39E-05
311,5.45E-01,5.00E-03,4.17E-03,-3.66E-03,-1.57E-05
312,5.50E-01,5.00E-03,4.34E-03,-3.64E-03,-1.74E-05
313,5.55E-01,5.00E-03,4.51E-03,-3.61E-03,-1.92E-05
314,5.60E-01,5.00E-03,4.68E-03,-3.59E-03,-2.09E-05
315,5.65E-01,5.00E-03,4.84E-03,-3.56E-03,-2.27E-05
316,5.70E-01,5.00E-03,5.01E-03,-3.52E-03,-2.44E-05
317,5.75E-01,5.00E-03,5.17E-03,-3.49E-03,-2.61E-05
318,5.80E-01,5.00E-03,5.33E-03,-3.45E-03,-2.78E-05
319,5.85E-01,5.00E-03,5.48E-03,-3.41E-03,-2.94E-05
320,5.90E-01,5.00E-03,5.63E-03,-3.37E-03,-3.11E-05
321,5.95E-01,5.00E-03,5.78E-03,-3.33E-03,-3.27E-05
322,6.00E-01,5.00E-03,5.93E-03,-3.28E-03,-3.42E-05
323,6.05E-01,5.00E-03,6.07E-03,-3.23E-03,-3.58E-05
324,6.10E-01,5.00E-03,6.21E-03,-3.18E-03,-3.73E-05
325,6.15E-01,5.00E-03,6.34E-03,-3.13E-03,-3.87E-05
326,6.20E-01,5.00E-03,6.47E-03,-3.08E-03,-4.01E-05
327,6.25E-01,5.00E-03,6.60E-03,-3.02E-03,-4.15E-05
328,6.30E-01,5.00E-03,6.72E-03,-2.96E-03,-4.28E-05
329,6.35E-01,5.00E-03,6.83E-03,-2.90E-03,-4.40E-05
330,6.40E-01,5.00E-03,6.94E-03,-2.84E-03,-4.52E-05
331,6.45E-01,5.00E-03,7.05E-03,-2.78E-03,-4.63E-05
332,6.50E-01,5.00E-03,7.15E-03,-2.72E-03,-4.74E-05
333,6.55E-01,5.00E-03,7.24E-03,-2.65E-03,-4.84E-05
334,6.60E-01,5.00E-03,7.33E-03,-2.58E-03,-4.94E-05
335,6.65E-01,5.00E-03,7.41E-03,-2.51E-03,-5.03E-05
336,6.70E-01,5.00E-03,7.49E-03,-2.44E-03,-5.11E-05
337,6.75E-01,5.00E-03,7.56E-03,-2.37E-03,-5.19E-05
338,6.80E-01,5.00E-03,7.62E-03,-2.30E-03,-5.25E-05
339,6.85E-01,5.00E-03,7.68E-03,-2.23E-03,-5.31E-05
340,6.90E-01,5.00E-03,7.73E-03,-2.16E-03,-5.36E-05
341,6.95E-01,5.00E-03,7.77E-03,-2.08E-03,-5.40E-05
342,7.00E-01,5.00E-03,7.81E-03,-2.01E-03,-5.43E-05
343,7.05E-01,5.00E-03,7.84E-03,-1.93E-03,-5.46E-05
344,7.10E-01,5.00E-03,7.86E-03,-1.86E-03,-5.47E-05
345,7.15E-01,5.00E-03,7.88E-03,-1.78E-03,-5.47E-05
346,7.20E-01,5.00E-03,7.89E-03,-1.71E-03,-5.48E-05
347,7.25E-01,5.00E-03,7.90E-03,-1.63E-03,-5.47E-05
348,7.30E-01,5.00E-03,7.90E-03,-1.56E-03,-5.45E-05
349,7.35E-01,5.00E-03,7.89E-03,-1.49E-03,-5.42E-05
350,7.40E-01,5.00E-03,7.87E-03,-1.41E-03,-5.39E-05
351,7.45E-01,5.00E-03,7.85E-03,-1.34E-03,-5.34E-05
352,7.50E-01,5.00E-03,7.82E-03,-1.27E-03,-5.29E-05
353,7.55E-01,5.00E-03,7.78E-03,-1.19E-03,-5.23E-05
354,7.60E-01,5.00E-03,7.74E-03,-1.12E-03,-5.16E-05
355,7.65E-01,5.00E-03,7.70E-03,-1.05E-03,-5.08E-05
356,7.70E-01,5.00E-03,7.64E-03,-9.83E-04,-5.00E-05
357,7.75E-01,5.00E-03,7.59E-03,-9.15E-04,-4.90E-05
358,7.80E-01,5.00E-03,7.52E-03,-8.48E-04,-4.80E-05
359,7.85E-01,5.00E-03,7.45E-03,-7.83E-04,-4.68E-05
360,7.90E-01,5.00E-03,7.38E-03,-7.20E-04,-4.56E-05
361,7.95E-01,5.00E-03,7.30E-03,-6.58E-04,-4.43E-05
362,8.00E-01,5.00E-03,7.22E-03,-5.98E-04,-4.30E-05
363,8.05E-01,5.00E-03,7.13E-03,-5.40E-04,-4.16E-05
364,8.10E-01,5.00E-03,7.04E-03,-4.84E-04,-4.01E-05
365,8.15E-01,5.00E-03,6.94E-03,-4.30E-04,-3.86E-05
